uniprot_accession	gene_symbol	mitocarta_status	mitocarta_compartment	mitocarta_is_matrix	mitocarta_is_im	mitocarta_is_ims	mitocarta_is_om	has_transit_peptide	transit_peptide_start	transit_peptide_end	transit_peptide_note	has_signal_peptide	signal_peptide_start	signal_peptide_end	uniprot_subcellular	is_hsp60_substrate	is_in_mito_proteome	targeting_classification
Q8N0V3	RBFA	MitoCarta	Matrix	True	False	False	False	True	1.0	41.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000305}.	False	True	High-confidence matrix
Q8N0X4	CLYBL	MitoCarta	Matrix	True	False	False	False	True	1.0	22.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000305|PubMed:24334609}.	False	True	High-confidence matrix
Q8N0Z8	PUSL1	MitoCarta	Matrix	True	False	False	False	False				False				False	True	Non-canonical matrix import
Q8N159	NAGS	MitoCarta	Matrix	True	False	False	False	True	1.0	18.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000305|PubMed:7126172}.	False	True	High-confidence matrix
Q8N183	NDUFAF2	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:15774466}.	False	True	Inner membrane (MIM)
Q8N1Q8	THEM5	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:22586271}.	False	True	Non-canonical matrix import
Q8N2A8	PLD6	MitoCarta	MOM	False	False	False	True	False				False			SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:17028579}; Single-pass membrane protein {ECO:0000269|PubMed:17028579}. Golgi apparatus {ECO:0000250|UniProtKB:Q5SWZ9}. Note=Localization in the mitochondrial outer membrane is found in different cell types where phospholipase is the predominant activity, however, in pachytene spermatocytes and spermatids of mouse testes where nuclease activity is predominant, localization is restricted to the Golgi, suggesting this enzyme is localized in different subcellular compartments depending on the role (phospholipase or nuclease) it needs to play in each cell type and developmental stage. {ECO:0000305}.	False	True	Outer membrane (MOM)
Q8N2F6	ARMC10	MitoCarta	MOM	False	False	False	True	False				False			SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:12839973}; Single-pass membrane protein {ECO:0000255}.; SUBCELLULAR LOCATION: [Isoform 2]: Mitochondrion outer membrane {ECO:0000269|PubMed:27184847}; Single-pass membrane protein {ECO:0000255}.	False	True	Outer membrane (MOM)
Q8N3J2	METTL4	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:31913360, ECO:0000269|PubMed:32183942}. Cytoplasm, cytosol {ECO:0000269|PubMed:32183942}. Mitochondrion matrix {ECO:0000269|PubMed:32183942}.	False	True	Non-canonical matrix import
Q8N3J5	PPM1K	MitoCarta	Matrix	True	False	False	False	True	1.0	29.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:17336929, ECO:0000269|PubMed:17374715, ECO:0000269|PubMed:23086801}. Note=Detected in the cytosolic compartment of liver cells. {ECO:0000250|UniProtKB:A6K136}.	False	True	High-confidence matrix
Q8N3R3	TCAIM	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}.	False	True	Non-canonical matrix import
Q8N3Z0	PRSS35	MitoCarta	unknown	False	False	False	False	False				True	1.0	16.0	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.	False	True	Mitochondrial (other/unspecified)
Q8N413	SLC25A45	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.	False	True	Inner membrane (MIM)
Q8N442	GUF1	MitoCarta	Matrix	True	False	False	False	True	1.0	49.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000255|HAMAP-Rule:MF_03137}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_03137}; Matrix side {ECO:0000255|HAMAP-Rule:MF_03137}.	True	True	High-confidence matrix
Q8N465	D2HGDH	MitoCarta	Matrix	True	False	False	False	True	1.0	13.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000305|PubMed:15070399}.	False	True	High-confidence matrix
Q8N490	PNKD	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000269|PubMed:15496428, ECO:0000269|PubMed:21487022}; Peripheral membrane protein. Mitochondrion {ECO:0000269|PubMed:19124534}.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm {ECO:0000269|PubMed:15496428}. Mitochondrion {ECO:0000269|PubMed:19124534}.; SUBCELLULAR LOCATION: [Isoform 3]: Mitochondrion {ECO:0000269|PubMed:15496428}. Golgi apparatus {ECO:0000269|PubMed:19124534}. Endoplasmic reticulum {ECO:0000269|PubMed:19124534}.	False	True	Inner membrane (MIM)
Q8N4E7	FTMT	MitoCarta	Matrix	True	False	False	False	True	1.0	49.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:11323407}.	False	True	High-confidence matrix
Q8N4H5	TOMM5	MitoCarta	MOM	False	False	False	True	False				False			SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:18331822}; Single-pass membrane protein {ECO:0000269|PubMed:18331822, ECO:0000269|PubMed:40080546}.	False	True	Outer membrane (MOM)
Q8N4Q0	ZADH2	MitoCarta	unknown	False	False	False	False	False				False			SUBCELLULAR LOCATION: Peroxisome {ECO:0000250|UniProtKB:Q8BGC4}.	True	True	Mitochondrial (other/unspecified)
Q8N4Q1	CHCHD4	MitoCarta	IMS	False	False	True	False	False				False			SUBCELLULAR LOCATION: Mitochondrion intermembrane space {ECO:0000269|PubMed:16185709, ECO:0000269|PubMed:23186364, ECO:0000269|PubMed:23676665, ECO:0000269|PubMed:26004228}.	False	True	Intermembrane space (IMS)
Q8N4T8	CBR4	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:19000905, ECO:0000269|PubMed:19571038}.	True	True	Non-canonical matrix import
Q8N573	OXR1	MitoCarta	MOM	False	False	False	True	False				False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:15060142}.	False	True	Outer membrane (MOM)
Q8N5G0	SMIM20	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: [Small integral membrane protein 20]: Mitochondrion inner membrane {ECO:0000269|PubMed:26321642}; Single-pass membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Phoenixin-14]: Secreted {ECO:0000250|UniProtKB:C0HLM6}.; SUBCELLULAR LOCATION: [Phoenixin-20]: Secreted {ECO:0000250|UniProtKB:C0HLM6}.	False	True	Inner membrane (MIM)
Q8N5M1	ATPAF2	MitoCarta	Matrix	True	False	False	False	True	1.0	40.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:11410595}; Peripheral membrane protein {ECO:0000305|PubMed:11410595}.	False	True	High-confidence matrix
Q8N5N7	MRPL50	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.	False	True	Non-canonical matrix import
Q8N5S1	SLC25A41	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:Q8BVN7}; Multi-pass membrane protein {ECO:0000250|UniProtKB:O94502}.	False	True	Inner membrane (MIM)
Q8N5Z0	AADAT	MitoCarta	Matrix	True	False	False	False	True	1.0	29.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000305}.	False	True	High-confidence matrix
Q8N8Q8	COX18	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:16212937, ECO:0000269|PubMed:28330871}; Multi-pass membrane protein {ECO:0000269|PubMed:16212937}.	False	True	Inner membrane (MIM)
Q8N8R3	SLC25A29	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:19287344}; Multi-pass membrane protein {ECO:0000255}.	False	True	Inner membrane (MIM)
Q8N8R5	C2orf69	MitoCarta	Matrix	True	False	False	False	True	1.0	24.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:33945503}.	False	True	High-confidence matrix
Q8N945	PRELID2	MitoCarta	IMS	False	False	True	False	False				False				False	True	Intermembrane space (IMS)
Q8N983	MRPL43	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.	False	True	Non-canonical matrix import
Q8N9F0	NAT8L	MitoCarta	Membrane	False	True	False	False	False				False			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:19524112}. Microsome membrane {ECO:0000250|UniProtKB:D3ZVU9}; Single-pass membrane protein {ECO:0000255}. Mitochondrion membrane {ECO:0000269|PubMed:19524112}; Single-pass membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q3UGX3}; Single-pass membrane protein {ECO:0000255}. Note=Its enzymatic activity contribution is quantitatively larger in mitochondrial compartment than in extramitochondrial compartment. {ECO:0000269|PubMed:19524112}.	False	True	Inner membrane (MIM)
Q8NAN2	MIGA1	MitoCarta	MOM	False	False	False	True	False				False			SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:26711011}; Single-pass membrane protein {ECO:0000255}.	False	True	Outer membrane (MOM)
Q8NBN7	RDH13	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:18039331}; Peripheral membrane protein {ECO:0000269|PubMed:18039331}. Note=Localized on the outer side of the inner mitochondrial membrane. {ECO:0000269|PubMed:18039331}.	False	True	Inner membrane (MIM)
Q8NBU5	ATAD1	MitoCarta	MOM	False	False	False	True	False				False			SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:24843043}; Single-pass membrane protein {ECO:0000255}. Peroxisome membrane {ECO:0000269|PubMed:24843043}; Single-pass membrane protein {ECO:0000255}. Postsynaptic cell membrane {ECO:0000250|UniProtKB:Q9D5T0}; Single-pass membrane protein {ECO:0000255}.	False	True	Outer membrane (MOM)
Q8NC60	NOA1	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:19103604}; Peripheral membrane protein {ECO:0000269|PubMed:19103604}; Matrix side {ECO:0000269|PubMed:19103604}.	False	True	Inner membrane (MIM)
Q8NCN5	PDPR	MitoCarta	Matrix	True	False	False	False	True	1.0	27.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250}.	False	True	High-confidence matrix
Q8NCW5	NAXE	MitoCarta	Matrix	True	False	False	False	True	1.0	47.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000255|HAMAP-Rule:MF_03159}. Secreted {ECO:0000255|HAMAP-Rule:MF_03159, ECO:0000269|PubMed:11991719}. Note=In sperm, secretion gradually increases during capacitation. {ECO:0000255|HAMAP-Rule:MF_03159}.	False	True	High-confidence matrix
Q8NE22	SETD9	MitoCarta	Matrix	True	False	False	False	False				False				False	True	Non-canonical matrix import
Q8NE62	CHDH	MitoCarta	MIM	False	True	False	False	True	1.0	29.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250}.	False	True	Inner membrane (MIM)
Q8NE86	MCU	MitoCarta	MIM	False	True	False	False	True	1.0	50.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:21685886, ECO:0000269|PubMed:21685888, ECO:0000269|PubMed:23755363, ECO:0000269|PubMed:24231807, ECO:0000269|PubMed:27099988, ECO:0000305|PubMed:26341627, ECO:0000305|PubMed:31080062}; Multi-pass membrane protein {ECO:0000269|PubMed:21685886, ECO:0000269|PubMed:21685888, ECO:0000269|PubMed:24231807, ECO:0000269|PubMed:31080062, ECO:0000269|PubMed:32494073, ECO:0000269|PubMed:32762847, ECO:0000269|PubMed:32862359}.	False	True	Inner membrane (MIM)
Q8NFF5	FLAD1	MitoCarta	Matrix	True	False	False	False	True	1.0	17.0	Mitochondrion	False			SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:25954742}.; SUBCELLULAR LOCATION: [Isoform 1]: Mitochondrion matrix {ECO:0000269|PubMed:20060505}.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm, cytosol {ECO:0000269|PubMed:20060505, ECO:0000269|PubMed:23946482, ECO:0000269|PubMed:25954742}.	True	True	High-confidence matrix
Q8NFU3	TSTD1	MitoCarta	unknown	False	False	False	False	False				False			SUBCELLULAR LOCATION: Cytoplasm, perinuclear region {ECO:0000269|PubMed:12817473}. Note=Localized around the nuclear membranes.	False	True	Mitochondrial (other/unspecified)
Q8NFV4	ABHD11	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:32579589}. Mitochondrion matrix {ECO:0000269|PubMed:32792488}.	True	True	Non-canonical matrix import
Q8NI37	PPTC7	MitoCarta	Matrix	True	False	False	False	True	1.0	68.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:30267671}.	False	True	High-confidence matrix
Q8NI60	ADCK3	MitoCarta	MIM	False	True	False	False	True	1.0	162.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:11888884, ECO:0000269|PubMed:25498144, ECO:0000269|PubMed:33988507}; Single-pass membrane protein {ECO:0000255, ECO:0000305|PubMed:25216398}.	True	True	Inner membrane (MIM)
Q8TAA5	GRPEL2	MitoCarta	Matrix	True	False	False	False	True	1.0	32.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250}.	False	True	High-confidence matrix
Q8TAE8	GADD45GIP1	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:22453275, ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}. Nucleus {ECO:0000269|PubMed:12482659}. Note=Using N-terminally tagged constructs, has been found in the nucleus (PubMed:12482659). C-terminally tagged constructs are targeted exclusively to mitochondria (PubMed:22453275). This discrepancy may be explained by masking of a potential N-terminal mitochondrial targeting signal by the tag (PubMed:22453275). {ECO:0000269|PubMed:12482659, ECO:0000269|PubMed:22453275}.	True	True	Non-canonical matrix import
Q8TB22	SPATA20	MitoCarta	Matrix	True	False	False	False	False				True	1.0	22.0	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.	False	True	Probable matrix
Q8TB36	GDAP1	MitoCarta	MOM	False	False	False	True	False				False			SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:15772096, ECO:0000269|PubMed:16172208, ECO:0000269|PubMed:16857173}; Multi-pass membrane protein {ECO:0000269|PubMed:16172208}. Cytoplasm {ECO:0000250|UniProtKB:O88741}.	False	True	Outer membrane (MOM)
Q8TB37	NUBPL	MitoCarta	Matrix	True	False	False	False	True	1.0	38.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:19752196}.	False	True	High-confidence matrix
Q8TBP6	SLC25A40	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:Q9BZJ4}; Multi-pass membrane protein {ECO:0000255}.	False	True	Inner membrane (MIM)
Q8TCC3	MRPL30	MitoCarta	Matrix	True	False	False	False	True	1.0	34.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.	False	True	High-confidence matrix
Q8TCG5	CPT1C	MitoCarta	MOM	False	False	False	True	False				False			SUBCELLULAR LOCATION: Cell projection, dendrite {ECO:0000269|PubMed:25751282}. Cell projection, axon {ECO:0000269|PubMed:25751282}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:30135643}; Multi-pass membrane protein {ECO:0000255}. Note=Localized in the soma and dendritic and axonal projections. {ECO:0000269|PubMed:25751282}.	False	True	Outer membrane (MOM)
Q8TCS8	PNPT1	MitoCarta	Matrix|IMS	True	False	True	False	True	1.0	45.0	Mitochondrion	False			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:16055741}. Mitochondrion matrix {ECO:0000269|PubMed:12798676, ECO:0000269|PubMed:16055741}. Mitochondrion intermembrane space {ECO:0000269|PubMed:16966381}; Peripheral membrane protein {ECO:0000269|PubMed:16966381}.	True	True	High-confidence matrix
Q8TD22	SFXN5	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30442778}; Multi-pass membrane protein {ECO:0000255}.	False	True	Inner membrane (MIM)
Q8TD30	GPT2	MitoCarta	Matrix	True	False	False	False	False				False				True	True	Non-canonical matrix import
Q8TDB4	MGARP	MitoCarta	Membrane	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:16565373, ECO:0000269|PubMed:21447634}. Mitochondrion outer membrane {ECO:0000250|UniProtKB:Q8VI64}; Single-pass type IV membrane protein {ECO:0000250|UniProtKB:Q8VI64}; Cytoplasmic side {ECO:0000250|UniProtKB:Q8VI64}. Mitochondrion inner membrane {ECO:0000250|UniProtKB:Q8VI64}; Single-pass type IV membrane protein {ECO:0000250|UniProtKB:Q8VI64}; Cytoplasmic side {ECO:0000250|UniProtKB:Q8VI64}. Note=Colocalizes with RHOT1, RHOT2, TRAK1 and TRAK2 at the mitochondrion. {ECO:0000250|UniProtKB:Q8VI64}.	False	True	Inner membrane (MIM)
Q8TF08	COX7B2	MitoCarta	MIM	False	True	False	False	True	1.0	25.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P13183}; Single-pass membrane protein {ECO:0000250|UniProtKB:P13183}.	False	True	Inner membrane (MIM)
Q8WUD6	CHPT1	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:12221122}; Multi-pass membrane protein {ECO:0000269|PubMed:12221122}.	False	True	Inner membrane (MIM)
Q8WUK0	PTPMT1	MitoCarta	MIM	False	True	False	False	True	1.0	27.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P0C089}; Peripheral membrane protein {ECO:0000250|UniProtKB:P0C089}; Matrix side {ECO:0000250|UniProtKB:P0C089}.	True	True	Inner membrane (MIM)
Q8WUT9	SLC25A43	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.	False	True	Inner membrane (MIM)
Q8WV60	PTCD2	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:18729827}.	False	True	Non-canonical matrix import
Q8WV74	NUDT8	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:Q9CR24}.	False	True	Non-canonical matrix import
Q8WV93	AFG1L	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:26759378}.	False	True	Inner membrane (MIM)
Q8WVC6	DCAKD	MitoCarta	Membrane	False	True	False	False	False				False				False	True	Inner membrane (MIM)
Q8WVM0	TFB1M	MitoCarta	Matrix	True	False	False	False	True	1.0	27.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:11809803}.	False	True	High-confidence matrix
Q8WW59	SPRYD4	MitoCarta	Matrix	True	False	False	False	False				False				True	True	Non-canonical matrix import
Q8WWC4	MAIP1	MitoCarta	Matrix	True	False	False	False	True	1.0	96.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:27642048}.	False	True	High-confidence matrix
Q8WWR8	NEU4	MitoCarta	MOM	False	False	False	True	False				False			SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000269|PubMed:21521691}; Peripheral membrane protein. Endoplasmic reticulum membrane {ECO:0000269|PubMed:15847605}; Peripheral membrane protein. Microsome membrane {ECO:0000269|PubMed:15847605}; Peripheral membrane protein. Mitochondrion membrane {ECO:0000269|PubMed:15847605, ECO:0000269|PubMed:19797320}; Peripheral membrane protein. Cell projection, neuron projection {ECO:0000250|UniProtKB:Q8BZL1}. Note=Predominantly associates with endoplasmic reticulum membranes. Only a small fraction associates with mitochondrial and plasma membranes. {ECO:0000269|PubMed:19797320, ECO:0000269|PubMed:21521691}.; SUBCELLULAR LOCATION: [Isoform 2]: Mitochondrion inner membrane {ECO:0000269|PubMed:15847605}; Peripheral membrane protein. Mitochondrion outer membrane {ECO:0000269|PubMed:15847605, ECO:0000269|PubMed:19797320}; Peripheral membrane protein. Lysosome lumen {ECO:0000269|PubMed:15213228}. Note=According to PubMed:15213228, isoform 2 is soluble, N-glycosylated and found in the lumen of lysosomes. However, no signal sequence nor N-glycosylation site is predicted from the sequence.	False	True	Outer membrane (MOM)
Q8WWV3	RTN4IP1	MitoCarta	Matrix	True	False	False	False	True	1.0	40.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:37884807}. Mitochondrion outer membrane {ECO:0000269|PubMed:12067236, ECO:0000269|PubMed:26593267}. Note=Mainly localizes to the mitochondrial matrix (PubMed:37884807). Also colocalizes with the endoplasmic reticulum HSPA5 at spots corresponding to contacts with mitochondria (PubMed:26593267). {ECO:0000269|PubMed:26593267, ECO:0000269|PubMed:37884807}.	False	True	High-confidence matrix
Q8WXI4	ACOT11	MitoCarta	Matrix	True	False	False	False	True	1.0	13.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:22897136}. Cytoplasm {ECO:0000269|PubMed:22897136}.	False	True	High-confidence matrix
Q8WYQ3	CHCHD10	MitoCarta	IMS	False	False	True	False	True	1.0	16.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion intermembrane space {ECO:0000269|PubMed:24934289}. Note=Enriched at the cristae junctions. {ECO:0000269|PubMed:24934289}.	False	True	Intermembrane space (IMS)
Q92506	HSD17B8	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:19571038}.	True	True	Non-canonical matrix import
Q92523	CPT1B	MitoCarta	MOM	False	False	False	True	False				False			SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000305|PubMed:9344464}; Multi-pass membrane protein {ECO:0000255}.	False	True	Outer membrane (MOM)
Q92552	MRPS27	MitoCarta	Matrix	True	False	False	False	True	1.0	36.0	Mitochondrion	False			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:28714366}. Mitochondrion {ECO:0000269|PubMed:22841715, ECO:0000269|PubMed:25838379}.	True	True	High-confidence matrix
Q92665	MRPS31	MitoCarta	Matrix	True	False	False	False	True	1.0	65.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:11279123}.	True	True	High-confidence matrix
Q92667	AKAP1	MitoCarta	MOM	False	False	False	True	True	1.0	29.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000250|UniProtKB:O08715}. Mitochondrion {ECO:0000250|UniProtKB:O08715}.	False	True	Outer membrane (MOM)
Q92843	BCL2L2	MitoCarta	MOM	False	False	False	True	False				False			SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:11423909, ECO:0000269|PubMed:12952938}; Peripheral membrane protein {ECO:0000269|PubMed:11423909, ECO:0000269|PubMed:12952938}. Note=Loosely associated with the mitochondrial membrane in healthy cells. During apoptosis, tightly bound to the membrane.	False	True	Outer membrane (MOM)
Q92934	BAD	MitoCarta	MOM	False	False	False	True	False				False			SUBCELLULAR LOCATION: Mitochondrion outer membrane. Cytoplasm {ECO:0000250|UniProtKB:Q61337}. Note=Colocalizes with HIF3A in the cytoplasm (By similarity). Upon phosphorylation, locates to the cytoplasm. {ECO:0000250|UniProtKB:Q61337}.	False	True	Outer membrane (MOM)
Q92947	GCDH	MitoCarta	Matrix	True	False	False	False	True	1.0	44.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion matrix.	False	True	High-confidence matrix
Q969G6	RFK	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.	False	True	Non-canonical matrix import
Q969M1	TOMM40L	MitoCarta	MOM	False	False	False	True	False				False			SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.	False	True	Outer membrane (MOM)
Q969P6	TOP1MT	MitoCarta	Matrix	True	False	False	False	True	1.0	50.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:11526219}.	False	True	High-confidence matrix
Q969Q5	RAB24	MitoCarta	MOM	False	False	False	True	False				False			SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:10660536}. Membrane {ECO:0000269|PubMed:10660536}; Lipid-anchor {ECO:0000305}. Cytoplasmic vesicle, autophagosome membrane {ECO:0000250|UniProtKB:P35290}. Cytoplasm, perinuclear region {ECO:0000250|UniProtKB:P35290}. Cytoplasm, cytoskeleton, spindle {ECO:0000250|UniProtKB:P35290}. Note=Only about 20% is recovered in the particulate fraction (PubMed:10660536). RAB24 localizes in perinuclear region and in the limiting membranes of autophagic compartments under basal conditions. RAB24 is localized in the cytoplasm with an accumulated distribution in nuclear region at germinal vesicle (GV) stage of oocyte meiotic progression. At pre-metaphase I stage, localized in the cytoplasm with a particular concentration around chromosomes. As the oocytes enter metaphase I, located to the spindle region. Similar distribution pattern is observed in MII oocytes (By similarity). {ECO:0000250|UniProtKB:P35290, ECO:0000269|PubMed:10660536}.	False	True	Outer membrane (MOM)
Q969S9	GFM2	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000255|HAMAP-Rule:MF_03059}.	True	True	Non-canonical matrix import
Q969V5	MUL1	MitoCarta	MOM	False	False	False	True	False				False			SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:18207745, ECO:0000269|PubMed:18213395, ECO:0000269|PubMed:18591963, ECO:0000269|PubMed:21597459}; Multi-pass membrane protein {ECO:0000255}. Peroxisome {ECO:0000269|PubMed:18207745}. Note=Transported in mitochondrion-derived vesicles from the mitochondrion to the peroxisome. {ECO:0000269|PubMed:18207745}.	False	True	Outer membrane (MOM)
